estacion,fecha,hora,Temperature,humedad,Pressure,windspeed,winddiraction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
smooy,2023-01-11,23:00,285.05,70.24,1005.14,2.55,319.78,0.0,0.0,0.0,0.0
smooy,2023-01-11,00:00,284.5,72.98,1005.58,1.82,323.64,0.0,0.0,0.0,0.0
smooy,2023-01-12,01:00,284.23,73.33,1005.53,1.78,320.01,0.0,0.0,0.0,0.0
smooy,2023-01-12,02:00,283.96,73.68,1005.48,1.75,316.23,0.0,0.0,0.0,0.0
smooy,2023-01-12,03:00,283.69,74.04,1005.43,1.73,312.34,0.0,0.0,0.0,0.0
smooy,2023-01-12,04:00,283.25,74.96,1005.48,1.78,320.41,0.0,0.0,0.0,0.0
smooy,2023-01-12,05:00,282.82,75.89,1005.54,1.86,327.9,0.0,0.0,0.0,0.0
smooy,2023-01-12,06:00,282.39,76.82,1005.6,1.97,334.64,0.0,0.0,0.0,0.0
smooy,2023-01-12,07:00,283.18,72.23,1005.91,1.58,329.33,0.0,0.0,0.0,0.0
smooy,2023-01-12,08:00,283.97,67.65,1006.22,1.2,320.56,0.0,0.0,0.0,21.7069
smooy,2023-01-12,09:00,284.76,63.06,1006.53,0.88,304.64,0.0,0.0,0.0,146.1526
smooy,2023-01-12,10:00,286.03,57.64,1006.23,0.9,302.91,0.0,0.0,0.0,286.343
smooy,2023-01-12,11:00,287.3,52.23,1005.92,0.92,301.27,0.0,0.0,0.0,414.7623
smooy,2023-01-12,12:00,288.57,46.81,1005.62,0.95,299.72,0.0,0.0,0.0,476.0529
smooy,2023-01-12,13:00,289.06,45.33,1005.0,0.74,298.19,0.0,0.0,0.0,490.602
smooy,2023-01-12,14:00,289.55,43.86,1004.37,0.54,295.52,0.0,0.0,0.0,456.4914
smooy,2023-01-12,15:00,290.04,42.38,1003.75,0.34,289.62,0.0,0.0,0.0,347.4678
smooy,2023-01-12,16:00,288.39,48.6,1003.71,0.14,227.84,0.0,0.0,0.0,214.4776
smooy,2023-01-12,17:00,286.75,54.82,1003.67,0.32,159.99,0.0,0.0,0.0,72.3719
smooy,2023-01-12,18:00,285.1,61.04,1003.63,0.6,147.55,0.0,0.0,0.0,0.0211
smooy,2023-01-12,19:00,284.7,65.7,1003.84,1.06,198.93,0.0,0.0,0.0,0.0
smooy,2023-01-12,20:00,284.29,70.36,1004.06,1.8,214.11,0.0,0.0,0.0,0.0
smooy,2023-01-12,21:00,283.89,75.01,1004.27,2.6,220.23,0.0,0.0,0.0,0.0
smooy,2023-01-12,22:00,283.59,75.27,1004.02,2.36,225.89,0.0,0.0,0.0,0.0
smooy,2023-01-12,23:00,283.28,75.52,1003.77,2.16,232.72,0.0,0.0,0.0,0.0
smooy,2023-01-12,00:00,282.98,75.78,1003.51,1.99,240.85,0.0,0.0,0.0,0.0
smooy,2023-01-13,01:00,282.98,72.65,1003.2,1.77,260.9,0.0,0.0,0.0,0.0
smooy,2023-01-13,02:00,282.98,69.52,1002.89,1.8,283.16,0.0,0.0,0.0,0.0
smooy,2023-01-13,03:00,282.97,66.38,1002.58,2.07,301.96,0.0,0.0,0.0,0.0
smooy,2023-01-13,04:00,282.55,66.24,1002.44,2.18,307.37,0.0,0.0,0.0,0.0
smooy,2023-01-13,05:00,282.13,66.1,1002.3,2.3,312.24,0.0,0.0,0.0,0.0
smooy,2023-01-13,06:00,281.71,65.95,1002.17,2.44,316.58,0.0,0.0,0.0,0.0
smooy,2023-01-13,07:00,282.45,61.81,1002.68,2.41,313.71,0.0,0.0,0.0,0.0
smooy,2023-01-13,08:00,283.19,57.68,1003.2,2.39,310.78,0.0,0.0,0.0,20.2362
smooy,2023-01-13,09:00,283.93,53.54,1003.72,2.37,307.79,0.0,0.0,0.0,139.9907
smooy,2023-01-13,10:00,285.64,47.58,1003.77,2.86,309.28,0.0,0.0,0.0,284.3352
smooy,2023-01-13,11:00,287.36,41.61,1003.82,3.35,310.34,0.0,0.0,0.0,424.6707
smooy,2023-01-13,12:00,289.08,35.65,1003.87,3.84,311.13,0.0,0.0,0.0,456.7092
smooy,2023-01-13,13:00,289.6,32.9,1003.42,3.57,316.66,0.0,0.0,0.0,439.7667
smooy,2023-01-13,14:00,290.13,30.16,1002.98,3.33,323.04,0.0,0.0,0.0,381.0702
smooy,2023-01-13,15:00,290.65,27.42,1002.54,3.15,330.29,0.0,0.0,0.0,297.3731
smooy,2023-01-13,16:00,288.44,33.09,1002.78,2.22,334.53,0.0,0.0,0.0,189.0448
smooy,2023-01-13,17:00,286.23,38.77,1003.03,1.31,344.76,0.0,0.0,0.0,66.625
smooy,2023-01-13,18:00,284.01,44.44,1003.27,0.59,26.22,0.0,0.0,0.0,0.0427
smooy,2023-01-13,19:00,283.79,46.29,1003.84,0.72,334.07,0.0,0.0,0.0,0.0
smooy,2023-01-13,20:00,283.57,48.13,1004.4,1.17,310.35,0.0,0.0,0.0,0.0
smooy,2023-01-13,21:00,283.35,49.97,1004.96,1.7,300.61,0.0,0.0,0.0,0.0
smooy,2023-01-13,22:00,282.93,54.52,1004.93,1.68,299.94,0.0,0.0,0.0,0.0
smooy,2023-01-13,23:00,282.51,59.07,1004.9,1.66,299.25,0.0,0.0,0.0,0.0
smooy,2023-01-13,00:00,282.1,63.63,1004.86,1.64,298.55,0.0,0.0,0.0,0.0
smooy,2023-01-14,01:00,281.82,64.44,1004.51,1.57,302.21,0.0,0.0,0.0,0.0
smooy,2023-01-14,02:00,281.54,65.26,1004.16,1.5,306.21,0.0,0.0,0.0,0.0
smooy,2023-01-14,03:00,281.26,66.08,1003.8,1.45,310.56,0.0,0.0,0.0,0.0
smooy,2023-01-14,04:00,281.06,66.57,1003.89,1.4,300.0,0.0,0.0,0.0,0.0
smooy,2023-01-14,05:00,280.86,67.06,1003.97,1.41,289.12,0.0,0.0,0.0,0.0
smooy,2023-01-14,06:00,280.67,67.55,1004.06,1.46,278.68,0.0,0.0,0.0,0.0
smooy,2023-01-14,07:00,282.15,61.28,1004.35,1.37,273.61,0.0,0.0,0.0,0.0
smooy,2023-01-14,08:00,283.64,55.01,1004.64,1.28,267.85,0.0,0.0,0.0,24.5231
smooy,2023-01-14,09:00,285.13,48.74,1004.93,1.22,261.39,0.0,0.0,0.0,155.7489
smooy,2023-01-14,10:00,286.71,44.73,1004.52,1.37,235.45,0.0,0.0,0.0,300.8115
smooy,2023-01-14,11:00,288.29,40.71,1004.11,1.73,217.5,0.0,0.0,0.0,432.5688
smooy,2023-01-14,12:00,289.88,36.7,1003.7,2.2,206.42,0.0,0.0,0.0,494.5053
smooy,2023-01-14,13:00,290.33,35.54,1002.83,2.33,201.93,0.0,0.0,0.0,508.0644
smooy,2023-01-14,14:00,290.78,34.39,1001.95,2.47,197.93,0.0,0.0,0.0,471.699
smooy,2023-01-14,15:00,291.23,33.23,1001.08,2.62,194.39,0.0,0.0,0.0,361.4307
smooy,2023-01-14,16:00,289.18,40.67,1000.93,2.62,193.32,0.0,0.0,0.0,225.4664
smooy,2023-01-14,17:00,287.13,48.1,1000.78,2.61,192.25,0.0,0.0,0.0,78.5874
smooy,2023-01-14,18:00,285.08,55.54,1000.63,2.61,191.18,0.0,0.0,0.0,0.0893
smooy,2023-01-14,19:00,284.52,60.15,1000.65,2.41,199.29,0.0,0.0,0.0,0.0
smooy,2023-01-14,20:00,283.96,64.75,1000.68,2.26,208.66,0.0,0.0,0.0,0.0
smooy,2023-01-14,21:00,283.4,69.36,1000.71,2.19,219.01,0.0,0.0,0.0,0.0
smooy,2023-01-14,22:00,283.18,68.26,1000.39,1.82,226.62,0.0,0.0,0.0,0.0
smooy,2023-01-14,23:00,282.96,67.16,1000.08,1.51,237.68,0.0,0.0,0.0,0.0
smooy,2023-01-14,00:00,282.75,66.07,999.77,1.27,253.63,0.0,0.0,0.0,0.0
smooy,2023-01-15,01:00,282.63,62.66,999.3,1.33,269.37,0.0,0.0,0.0,0.0
smooy,2023-01-15,02:00,282.51,59.26,998.83,1.49,282.82,0.0,0.0,0.0,0.0
smooy,2023-01-15,03:00,282.39,55.85,998.36,1.7,293.34,0.0,0.0,0.0,0.0
smooy,2023-01-15,04:00,282.14,55.55,998.24,1.89,295.78,0.0,0.0,0.0,0.0
smooy,2023-01-15,05:00,281.88,55.25,998.12,2.09,297.76,0.0,0.0,0.0,0.0
smooy,2023-01-15,06:00,281.63,54.96,998.0,2.28,299.4,0.0,0.0,0.0,0.0
smooy,2023-01-15,07:00,282.83,48.4,998.27,2.2,303.19,0.0,0.0,0.0,0.0
smooy,2023-01-15,08:00,284.02,41.84,998.54,2.13,307.24,0.0,0.0,0.0,22.1062
smooy,2023-01-15,09:00,285.22,35.28,998.81,2.07,311.55,0.0,0.0,0.0,144.8468
smooy,2023-01-15,10:00,287.05,32.09,998.71,2.23,309.22,0.0,0.0,0.0,284.5849
smooy,2023-01-15,11:00,288.88,28.9,998.61,2.38,307.19,0.0,0.0,0.0,414.6621
smooy,2023-01-15,12:00,290.72,25.71,998.5,2.55,305.42,0.0,0.0,0.0,480.0405
smooy,2023-01-15,13:00,291.63,27.08,997.77,4.06,308.48,0.0,0.0,0.0,499.4118
smooy,2023-01-15,14:00,292.54,28.44,997.04,5.57,309.88,0.0,0.0,0.0,469.6425
smooy,2023-01-15,15:00,293.45,29.81,996.3,7.09,310.68,0.0,0.0,0.0,357.9312
smooy,2023-01-15,16:00,291.39,37.49,996.84,6.5,311.46,0.0,0.0,0.0,222.6694
smooy,2023-01-15,17:00,289.34,45.17,997.38,5.91,312.39,0.0,0.0,0.0,79.2658
smooy,2023-01-15,18:00,287.29,52.85,997.92,5.32,313.53,0.0,0.0,0.0,0.2362
smooy,2023-01-15,19:00,286.77,55.32,998.15,5.22,319.05,0.0,0.0,0.0,0.0
smooy,2023-01-15,20:00,286.25,57.8,998.38,5.17,324.73,0.0,0.0,0.0,0.0
smooy,2023-01-15,21:00,285.73,60.27,998.61,5.17,330.45,0.0,0.0,0.0,0.0
smooy,2023-01-15,22:00,284.51,63.25,998.3,3.81,325.68,0.0,0.0,0.0,0.0
smooy,2023-01-15,23:00,283.29,66.24,997.99,2.5,315.76,0.0,0.0,0.0,0.0
smooy,2023-01-15,00:00,282.07,69.22,997.68,1.41,288.06,0.0,0.0,0.0,0.0
smooy,2023-01-16,01:00,281.82,70.12,997.24,1.53,287.25,0.0,0.0,0.0,0.0
smooy,2023-01-16,02:00,281.57,71.01,996.79,1.64,286.56,0.0,0.0,0.0,0.0
smooy,2023-01-16,03:00,281.33,71.91,996.35,1.76,285.96,0.0,0.0,0.0,0.0
smooy,2023-01-16,04:00,281.3,70.45,995.9,1.98,282.56,0.0,0.0,0.0,0.0
smooy,2023-01-16,05:00,281.28,69.0,995.44,2.21,279.86,0.0,0.0,0.0,0.0
smooy,2023-01-16,06:00,281.25,67.54,994.99,2.44,277.66,0.0,0.0,0.0,0.0
smooy,2023-01-16,07:00,282.07,61.17,994.94,2.51,283.99,0.0,0.0,0.0,0.0
smooy,2023-01-16,08:00,282.88,54.79,994.89,2.6,289.94,0.0,0.0,0.0,16.7298
smooy,2023-01-16,09:00,283.69,48.42,994.84,2.72,295.42,0.0,0.0,0.0,110.1796
smooy,2023-01-16,10:00,285.84,44.26,994.25,4.43,293.6,0.0,0.0,0.0,220.9042
smooy,2023-01-16,11:00,287.99,40.11,993.65,6.15,292.79,0.0,0.0,0.0,327.8112
smooy,2023-01-16,12:00,290.13,35.95,993.06,7.87,292.34,0.0,0.0,0.0,407.2848
smooy,2023-01-16,13:00,290.15,36.7,992.18,8.55,291.03,0.0,0.0,0.0,451.8693
smooy,2023-01-16,14:00,290.16,37.45,991.29,9.23,289.91,0.0,0.0,0.0,450.7452
smooy,2023-01-16,15:00,290.17,38.19,990.41,9.92,288.95,0.0,0.0,0.0,345.1731
smooy,2023-01-16,16:00,288.78,43.23,990.35,9.14,287.84,0.0,0.0,0.0,216.2505
smooy,2023-01-16,17:00,287.39,48.27,990.29,8.36,286.54,0.0,0.0,0.0,78.3705
smooy,2023-01-16,18:00,285.99,53.3,990.23,7.6,284.96,0.0,0.0,0.0,0.3109
smooy,2023-01-16,19:00,286.03,54.12,989.45,6.92,272.49,0.0,0.0,0.0,0.0
smooy,2023-01-16,20:00,286.07,54.93,988.68,6.64,258.18,0.0,0.0,0.0,0.0
smooy,2023-01-16,21:00,286.11,55.75,987.91,6.78,243.57,0.0,0.0,0.0,0.0
smooy,2023-01-16,22:00,286.41,54.04,987.13,7.2,243.2,0.0,0.0,0.0,0.0
smooy,2023-01-16,23:00,286.71,52.34,986.36,7.61,242.88,0.0,0.0,0.0,0.0
smooy,2023-01-16,00:00,287.01,50.63,985.59,8.03,242.58,0.0,0.0,0.0,0.0
smooy,2023-01-17,01:00,286.75,50.46,984.54,7.48,240.58,0.0,0.0,0.0,0.0
smooy,2023-01-17,02:00,286.5,50.29,983.5,6.95,238.26,0.0,0.0,0.0,0.0
smooy,2023-01-17,03:00,286.25,50.11,982.45,6.43,235.56,0.0,0.0,0.0,0.0
smooy,2023-01-17,04:00,286.64,50.43,982.16,7.04,238.98,0.0,0.0,0.0,0.0
smooy,2023-01-17,05:00,287.03,50.74,981.86,7.68,241.84,0.0,0.0,0.0,0.0
smooy,2023-01-17,06:00,287.42,51.05,981.56,8.33,244.26,0.0,0.0,0.0,0.0
smooy,2023-01-17,07:00,287.97,50.59,981.53,8.44,246.2,0.0,0.0,0.0,0.0
smooy,2023-01-17,08:00,288.52,50.13,981.5,8.55,248.08,0.0,0.0,0.0,12.0659
smooy,2023-01-17,09:00,289.07,49.66,981.47,8.67,249.91,0.0,0.0,0.0,61.0481
smooy,2023-01-17,10:00,289.81,45.93,981.14,9.94,261.17,0.0,0.0,0.0,97.7251
smooy,2023-01-17,11:00,290.56,42.2,980.81,11.51,269.63,0.0,0.0,0.0,117.2253
smooy,2023-01-17,12:00,291.31,38.47,980.47,13.26,275.97,0.0,0.0,0.0,257.1153
smooy,2023-01-17,13:00,291.4,37.78,980.01,12.69,277.67,0.0,0.0,0.0,389.7681
smooy,2023-01-17,14:00,291.49,37.09,979.55,12.12,279.52,0.0,0.0,0.0,478.209
smooy,2023-01-17,15:00,291.59,36.4,979.09,11.57,281.56,0.0,0.0,0.0,368.7741
smooy,2023-01-17,16:00,290.13,38.33,979.69,11.09,282.68,0.0,0.0,0.0,233.257
smooy,2023-01-17,17:00,288.68,40.26,980.29,10.62,283.89,0.0,0.0,0.0,86.3044
smooy,2023-01-17,18:00,287.23,42.19,980.88,10.15,285.21,0.0,0.0,0.0,0.4409
smooy,2023-01-17,19:00,286.95,43.08,980.96,9.92,285.99,0.0,0.0,0.0,0.0
smooy,2023-01-17,20:00,286.67,43.97,981.03,9.68,286.8,0.0,0.0,0.0,0.0
smooy,2023-01-17,21:00,286.39,44.86,981.11,9.44,287.66,0.0,0.0,0.0,0.0
smooy,2023-01-17,22:00,285.68,46.17,980.83,10.37,292.46,0.0,0.0,0.0,0.0
smooy,2023-01-17,23:00,284.96,47.49,980.56,11.37,296.45,0.0,0.0,0.0,0.0
smooy,2023-01-17,00:00,284.25,48.8,980.28,12.41,299.79,8.8e-05,0.0,0.0,0.0
smooy,2023-01-18,01:00,283.28,53.4,980.45,10.94,298.65,0.000175,0.0,0.0,0.0
smooy,2023-01-18,02:00,282.31,58.01,980.62,9.49,297.18,0.000263,0.0,0.0,0.0
smooy,2023-01-18,03:00,281.34,62.61,980.79,8.04,295.16,0.048879,0.0,0.0,0.0
smooy,2023-01-18,04:00,281.08,60.72,981.22,8.4,297.48,0.097495,0.0,0.0,0.0
smooy,2023-01-18,05:00,280.81,58.83,981.65,8.77,299.6,0.14611,0.0,1e-06,0.0
smooy,2023-01-18,06:00,280.55,56.94,982.08,9.15,301.55,0.097407,0.0,1e-06,0.0
smooy,2023-01-18,07:00,280.81,54.45,982.58,10.43,301.24,0.048703,0.0,1e-06,0.0
smooy,2023-01-18,08:00,281.06,51.97,983.09,11.72,301.0,0.0,0.0,0.0,26.6302
smooy,2023-01-18,09:00,281.31,49.48,983.59,13.01,300.8,0.0,0.0,0.0,162.9275
smooy,2023-01-18,10:00,282.29,45.41,983.94,14.06,301.33,0.0,0.0,0.0,311.8548
smooy,2023-01-18,11:00,283.27,41.34,984.29,15.12,301.78,0.0,0.0,0.0,446.6427
smooy,2023-01-18,12:00,284.24,37.28,984.63,16.17,302.18,0.0,0.0,0.0,511.8831
smooy,2023-01-18,13:00,284.35,37.32,985.06,15.27,304.98,0.0,0.0,0.0,527.9598
smooy,2023-01-18,14:00,284.45,37.37,985.48,14.42,308.13,0.0,0.0,0.0,493.0341
smooy,2023-01-18,15:00,284.55,37.41,985.91,13.61,311.66,0.0,0.0,0.0,381.5178
smooy,2023-01-18,16:00,283.81,38.18,986.87,13.02,311.21,0.0,0.0,0.0,243.0806
smooy,2023-01-18,17:00,283.06,38.94,987.84,12.44,310.73,0.0,0.0,0.0,92.702
smooy,2023-01-18,18:00,282.31,39.71,988.81,11.85,310.19,0.0,0.0,0.0,0.7744
smooy,2023-01-18,19:00,282.04,39.46,989.64,11.91,310.36,0.0,0.0,0.0,0.0
smooy,2023-01-18,20:00,281.76,39.21,990.47,11.98,310.52,0.0,0.0,0.0,0.0
smooy,2023-01-18,21:00,281.49,38.97,991.3,12.04,310.69,0.0,0.0,0.0,0.0
smooy,2023-01-18,22:00,281.09,40.8,991.72,12.94,311.41,0.0,0.0,0.0,0.0
smooy,2023-01-18,23:00,280.68,42.63,992.13,13.84,312.04,0.0,0.0,0.0,0.0
smooy,2023-01-18,00:00,280.28,44.46,992.55,14.74,312.59,0.0,0.0,0.0,0.0
smooy,2023-01-19,01:00,280.0,45.38,993.34,13.75,310.62,0.0,0.0,0.0,0.0
smooy,2023-01-19,02:00,279.71,46.3,994.14,12.79,308.34,0.0,0.0,0.0,0.0
smooy,2023-01-19,03:00,279.43,47.22,994.93,11.85,305.7,0.0,0.0,0.0,0.0
smooy,2023-01-19,04:00,279.3,47.29,995.27,11.44,306.54,0.0,0.0,0.0,0.0
smooy,2023-01-19,05:00,279.17,47.37,995.6,11.04,307.44,0.0,0.0,0.0,0.0
smooy,2023-01-19,06:00,279.04,47.44,995.94,10.64,308.41,0.0,0.0,0.0,0.0
smooy,2023-01-19,07:00,279.63,45.48,996.79,9.29,306.84,0.0,0.0,0.0,0.0
smooy,2023-01-19,08:00,280.22,43.52,997.65,7.94,304.75,0.0,0.0,0.0,27.648
smooy,2023-01-19,09:00,280.81,41.55,998.51,6.62,301.81,0.0,0.0,0.0,163.6404
smooy,2023-01-19,10:00,282.28,36.76,998.41,6.31,297.34,0.0,0.0,0.0,310.5951
smooy,2023-01-19,11:00,283.75,31.97,998.31,6.04,292.43,0.0,0.0,0.0,442.8759
smooy,2023-01-19,12:00,285.22,27.17,998.21,5.82,287.13,0.0,0.0,0.0,507.8184
smooy,2023-01-19,13:00,285.74,25.79,997.21,5.32,273.96,0.0,0.0,0.0,524.2962
smooy,2023-01-19,14:00,286.26,24.41,996.21,5.15,259.02,0.0,0.0,0.0,490.3254
smooy,2023-01-19,15:00,286.78,23.03,995.2,5.33,244.11,0.0,0.0,0.0,379.5777
smooy,2023-01-19,16:00,285.38,26.39,994.85,4.95,247.49,0.0,0.0,0.0,242.3376
smooy,2023-01-19,17:00,283.99,29.75,994.5,4.59,251.42,0.0,0.0,0.0,93.4888
smooy,2023-01-19,18:00,282.59,33.12,994.15,4.26,255.99,0.0,0.0,0.0,0.9318
smooy,2023-01-19,19:00,281.88,38.81,993.89,4.19,253.73,0.0,0.0,0.0,0.0
smooy,2023-01-19,20:00,281.17,44.51,993.62,4.13,251.39,0.0,0.0,0.0,0.0
smooy,2023-01-19,21:00,280.45,50.21,993.36,4.08,249.0,0.0,0.0,0.0,0.0
smooy,2023-01-19,22:00,280.71,54.35,993.0,3.94,249.88,0.0,0.0,0.0,0.0
smooy,2023-01-19,23:00,280.96,58.49,992.64,3.8,250.82,0.0,0.0,0.0,0.0
smooy,2023-01-19,00:00,281.22,62.63,992.28,3.67,251.83,0.0,0.0,0.0,0.0
smooy,2023-01-20,01:00,281.57,64.98,992.17,3.82,263.57,0.0,0.0,0.0,0.0
smooy,2023-01-20,02:00,281.93,67.33,992.06,4.11,274.03,0.0,0.0,0.0,0.0
smooy,2023-01-20,03:00,282.28,69.69,991.95,4.52,282.86,0.0,0.0,0.0,0.0
smooy,2023-01-20,04:00,282.28,71.52,992.14,4.14,286.3,0.0,0.0,0.0,0.0
smooy,2023-01-20,05:00,282.27,73.34,992.34,3.77,290.41,0.0,0.0,0.0,0.0
smooy,2023-01-20,06:00,282.26,75.17,992.53,3.43,295.37,0.0,0.0,0.0,0.0
smooy,2023-01-20,07:00,283.69,70.2,993.13,4.75,305.25,0.0,0.0,0.0,0.0
smooy,2023-01-20,08:00,285.11,65.22,993.73,6.14,310.75,0.0,0.0,0.0,27.046
smooy,2023-01-20,09:00,286.53,60.24,994.33,7.57,314.2,0.0,0.0,0.0,152.6892
smooy,2023-01-20,10:00,287.71,55.52,994.51,8.24,315.83,0.0,0.0,0.0,283.9763
smooy,2023-01-20,11:00,288.9,50.8,994.68,8.91,317.22,0.0,0.0,0.0,399.0387
smooy,2023-01-20,12:00,290.08,46.08,994.85,9.59,318.41,0.0,0.0,0.0,469.3389
smooy,2023-01-20,13:00,290.28,43.71,994.66,8.86,318.37,0.0,0.0,0.0,496.7997
smooy,2023-01-20,14:00,290.49,41.34,994.47,8.13,318.32,0.0,0.0,0.0,476.0982
smooy,2023-01-20,15:00,290.69,38.96,994.27,7.4,318.26,0.0,0.0,0.0,367.1028
smooy,2023-01-20,16:00,289.07,44.42,994.69,6.29,315.45,0.0,0.0,0.0,233.6771
smooy,2023-01-20,17:00,287.45,49.87,995.11,5.2,311.45,0.0,0.0,0.0,90.6579
smooy,2023-01-20,18:00,285.82,55.33,995.53,4.15,305.37,0.0,0.0,0.0,1.0641
smooy,2023-01-20,19:00,284.73,61.03,995.75,2.25,315.15,0.0,0.0,0.0,0.0
smooy,2023-01-20,20:00,283.65,66.73,995.97,0.81,15.5,0.0,0.0,0.0,0.0
smooy,2023-01-20,21:00,282.56,72.44,996.2,2.02,90.81,0.0,0.0,0.0,0.0
smooy,2023-01-20,22:00,282.77,71.63,996.1,1.18,84.9,0.0,0.0,0.0,0.0
smooy,2023-01-20,23:00,282.99,70.83,996.01,0.4,53.89,0.0,0.0,0.0,0.0
smooy,2023-01-20,00:00,283.2,70.02,995.91,0.64,305.47,0.0,0.0,0.0,0.0
smooy,2023-01-21,01:00,282.94,68.88,995.49,0.99,282.57,0.0,0.0,0.0,0.0
smooy,2023-01-21,02:00,282.68,67.75,995.06,1.41,272.43,0.0,0.0,0.0,0.0
smooy,2023-01-21,03:00,282.41,66.61,994.63,1.86,267.06,0.0,0.0,0.0,0.0
smooy,2023-01-21,04:00,281.94,69.53,994.59,1.62,291.19,0.0,0.0,0.0,0.0
smooy,2023-01-21,05:00,281.47,72.45,994.54,1.73,317.33,0.0,0.0,0.0,0.0
smooy,2023-01-21,06:00,281.0,75.37,994.5,2.12,337.06,0.0,0.0,0.0,0.0
smooy,2023-01-21,07:00,282.16,70.11,994.89,2.51,332.45,0.0,0.0,0.0,0.0
smooy,2023-01-21,08:00,283.32,64.86,995.29,2.92,329.11,0.0,0.0,0.0,16.6561
smooy,2023-01-21,09:00,284.48,59.6,995.68,3.33,326.58,8.8e-05,0.0,0.0,122.7868
smooy,2023-01-21,10:00,285.79,53.08,995.65,5.33,333.56,0.000175,0.0,0.0,273.5168
smooy,2023-01-21,11:00,287.11,46.57,995.62,7.38,336.7,0.000263,0.0,0.0,439.2765
smooy,2023-01-21,12:00,288.42,40.06,995.59,9.43,338.47,0.000175,0.0,0.0,506.91
smooy,2023-01-21,13:00,288.31,32.65,995.38,8.72,342.5,8.8e-05,0.0,0.0,527.0493
smooy,2023-01-21,14:00,288.21,25.23,995.17,8.06,347.21,0.0,0.0,0.0,496.8342
smooy,2023-01-21,15:00,288.1,17.82,994.96,7.46,352.73,0.0,0.0,0.0,392.7222
smooy,2023-01-21,16:00,286.03,20.63,995.44,5.88,352.8,0.0,0.0,0.0,257.9167
smooy,2023-01-21,17:00,283.95,23.43,995.92,4.3,352.94,0.0,0.0,0.0,105.7326
smooy,2023-01-21,18:00,281.87,26.24,996.41,2.72,353.23,0.0,0.0,0.0,1.715
smooy,2023-01-21,19:00,281.62,28.52,996.83,4.4,337.04,0.0,0.0,0.0,0.0
smooy,2023-01-21,20:00,281.36,30.81,997.25,6.24,330.07,0.0,0.0,0.0,0.0
smooy,2023-01-21,21:00,281.1,33.09,997.67,8.12,326.3,0.0,0.0,0.0,0.0
smooy,2023-01-21,22:00,280.2,32.61,997.77,7.38,324.76,0.0,0.0,0.0,0.0
smooy,2023-01-21,23:00,279.29,32.14,997.87,6.65,322.88,0.0,0.0,0.0,0.0
smooy,2023-01-21,00:00,278.38,31.66,997.97,5.93,320.54,0.0,0.0,0.0,0.0
smooy,2023-01-22,01:00,278.32,31.84,998.02,7.13,321.73,0.0,0.0,0.0,0.0
smooy,2023-01-22,02:00,278.26,32.01,998.07,8.33,322.58,0.0,0.0,0.0,0.0
smooy,2023-01-22,03:00,278.2,32.19,998.12,9.54,323.21,0.0,0.0,0.0,0.0
smooy,2023-01-22,04:00,277.92,35.24,998.15,9.37,323.84,0.0,0.0,0.0,0.0
smooy,2023-01-22,05:00,277.64,38.3,998.18,9.2,324.49,0.0,0.0,0.0,0.0
smooy,2023-01-22,06:00,277.36,41.35,998.22,9.04,325.17,0.0,0.0,0.0,0.0
smooy,2023-01-22,07:00,277.87,38.03,998.87,9.32,324.19,0.0,0.0,0.0,0.0
smooy,2023-01-22,08:00,278.38,34.71,999.52,9.6,323.26,0.0,0.0,0.0,31.6817
smooy,2023-01-22,09:00,278.89,31.38,1000.17,9.88,322.38,0.0,0.0,0.0,177.7863
smooy,2023-01-22,10:00,280.23,27.22,1000.14,8.62,324.67,0.0,0.0,0.0,334.1223
smooy,2023-01-22,11:00,281.56,23.06,1000.11,7.38,327.72,0.0,0.0,0.0,474.8457
smooy,2023-01-22,12:00,282.9,18.9,1000.09,6.17,331.99,0.0,0.0,0.0,543.468
smooy,2023-01-22,13:00,283.45,18.25,999.56,5.79,334.23,0.0,0.0,0.0,560.8248
smooy,2023-01-22,14:00,284.01,17.59,999.04,5.43,336.78,0.0,0.0,0.0,525.0381
smooy,2023-01-22,15:00,284.57,16.94,998.52,5.08,339.69,0.0,0.0,0.0,410.991
smooy,2023-01-22,16:00,283.12,19.93,998.62,4.38,331.78,0.0,0.0,0.0,267.4309
smooy,2023-01-22,17:00,281.67,22.92,998.71,3.79,321.18,0.0,0.0,0.0,109.4459
smooy,2023-01-22,18:00,280.22,25.91,998.8,3.38,307.39,0.0,0.0,0.0,2.0175
smooy,2023-01-22,19:00,279.72,27.85,999.02,3.79,307.96,0.0,0.0,0.0,0.0
smooy,2023-01-22,20:00,279.21,29.79,999.24,4.2,308.41,0.0,0.0,0.0,0.0
smooy,2023-01-22,21:00,278.71,31.73,999.45,4.6,308.79,0.0,0.0,0.0,0.0
smooy,2023-01-22,22:00,278.29,34.01,999.11,5.2,309.95,0.0,0.0,0.0,0.0
smooy,2023-01-22,23:00,277.87,36.29,998.76,5.79,310.87,0.0,0.0,0.0,0.0
smooy,2023-01-22,00:00,277.45,38.57,998.42,6.39,311.62,0.0,0.0,0.0,0.0
smooy,2023-01-23,01:00,277.47,38.45,998.26,7.24,317.23,0.0,0.0,0.0,0.0
smooy,2023-01-23,02:00,277.49,38.33,998.11,8.14,321.63,0.0,0.0,0.0,0.0
smooy,2023-01-23,03:00,277.52,38.21,997.95,9.09,325.12,0.0,0.0,0.0,0.0
